08:31:48 During your absence you trained for 12 hours.
08:31:48 Your Distance Fighting skill changed from level 133 and 5.42% to 5.72%.
08:31:48 Your Shielding skill changed from level 113 and 16.59% to 17.35%.
08:31:48 Your last visit in Tibia: 03. Jun 2026 22:37:41 CEST.
08:31:48 Today's boosted creature: Rotworm
08:31:48 Today's boosted boss: Mitmah Vanguard
08:31:48 Due to your long-term loyalty to Tibia, you currently benefit from a 30% bonus on all of your skills.
08:31:54 Poachers have slaughtered nearly all wild animals north of the Green Claw Swamp. But vengeful spirits show up there now!
08:31:54 A sandstorm travels through Darama, leading to isles full of deadly creatures inside a nightmare. Avoid the northernmost coast!
08:31:54 Nomads travel the eternal sands of Ankrahmun's desert. There must be a camp somewhere.
08:31:54 The river south of the outlaw camp is flooding. A small island there should now be reachable safely.
08:31:54 Bibby Bloodbath and her crew are roaming the lands, destroying everything in their path.
08:31:54 Adventurers have told of a Spirit Gate in the Daramian mountains. Fight the restless undead!
08:34:14 Bought 1201x great mana potion for 189758 gold.
08:34:22 Bought 1001x spectral bolt for 70070 gold.
08:56:22 Murcion loses 2807 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:56:22 You were healed for 1303 hitpoints.
08:56:22 You gained 437 mana.
08:56:22 Murcion loses 2656 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:56:22 You gained 413 mana.
08:56:23 You lose 510 hitpoints due to an attack by Murcion. 
08:56:23 You lose 709 mana due to an attack by Murcion. 
08:56:24 You were healed by Burkzin for 504 hitpoints.
08:56:24 Murcion loses 779 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:24 You gained 122 mana.
08:56:24 Murcion loses 704 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:24 You gained 110 mana.
08:56:25 You lose 968 mana due to an attack by Murcion. 
08:56:26 Murcion loses 816 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:26 You gained 127 mana.
08:56:27 Murcion loses 935 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:56:27 You gained 146 mana.
08:56:28 You lose 704 hitpoints due to an attack by Murcion. 
08:56:28 You lose 708 mana due to an attack by Murcion. 
08:56:29 You were healed by Burkzin for 704 hitpoints.
08:56:29 Murcion loses 1109 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:56:29 You gained 170 mana.
08:56:29 Murcion loses 1560 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:29 You gained 243 mana.
08:56:31 Murcion loses 837 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:31 You gained 131 mana.
08:56:31 Murcion loses 724 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:31 You gained 113 mana.
08:56:31 You lose 983 hitpoints due to an attack by Murcion. 
08:56:32 You were healed by Burkzin for 977 hitpoints.
08:56:33 Murcion loses 1246 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:56:33 You gained 191 mana.
08:56:33 Murcion loses 520 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:33 You gained 81 mana.
08:56:35 Murcion loses 806 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:35 You gained 126 mana.
08:56:36 Murcion loses 1433 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:36 You gained 223 mana.
08:56:36 You lose 1862 hitpoints due to an attack by Murcion. 
08:56:36 You lose 685 mana due to an attack by Murcion. 
08:56:37 You were healed by Burkzin for 1862 hitpoints.
08:56:38 Murcion loses 1218 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:56:38 You gained 187 mana.
08:56:38 Murcion loses 551 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:38 You gained 86 mana.
08:56:40 Murcion loses 1101 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:56:40 You gained 168 mana.
08:56:40 Murcion loses 758 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:40 You gained 118 mana.
08:56:41 You lose 510 hitpoints due to an attack by Murcion. 
08:56:42 Murcion loses 1488 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:42 You were healed for 510 hitpoints.
08:56:42 You gained 232 mana.
08:56:42 You lose 923 hitpoints due to an attack by Murcion. 
08:56:42 Murcion loses 1585 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:42 You were healed for 782 hitpoints.
08:56:42 You gained 247 mana.
08:56:44 You were healed by Burkzin for 135 hitpoints.
08:56:44 Murcion loses 986 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:44 You gained 154 mana.
08:56:44 You lose 435 hitpoints due to an attack by Murcion. 
08:56:44 Murcion loses 735 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:44 You were healed for 363 hitpoints.
08:56:44 You gained 115 mana.
08:56:45 You lose 745 hitpoints due to an attack by Murcion. 
08:56:46 You were healed by Burkzin for 817 hitpoints.
08:56:47 Murcion loses 928 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:47 You gained 134 mana.
08:56:47 You lose 602 hitpoints due to an attack by Murcion. 
08:56:47 You lose 395 mana due to an attack by Murcion. 
08:56:47 Murcion loses 527 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:47 You were healed for 241 hitpoints.
08:56:47 You gained 76 mana.
08:56:47 You were healed by Burkzin for 361 hitpoints.
08:56:48 You lose 1262 hitpoints due to an attack by Murcion. 
08:56:49 Murcion loses 957 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:56:49 You were healed for 462 hitpoints.
08:56:49 You gained 146 mana.
08:56:49 You were healed by Burkzin for 794 hitpoints.
08:56:49 Murcion loses 2636 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:56:49 You gained 410 mana.
08:56:50 You lose 527 hitpoints due to an attack by Murcion. 
08:56:50 You lose 667 mana due to an attack by Murcion. 
08:56:51 Murcion loses 796 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:51 You were healed for 393 hitpoints.
08:56:51 You gained 124 mana.
08:56:51 You were healed by Burkzin for 134 hitpoints.
08:56:51 Murcion loses 760 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:51 You gained 119 mana.
08:56:52 Momentum was triggered.
08:56:53 Murcion loses 1538 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:53 You gained 240 mana.
08:56:55 You lose 678 hitpoints due to an attack by Murcion. 
08:56:55 You lose 730 hitpoints due to an attack by Murcion. 
08:56:55 You were healed by Burkzin for 1408 hitpoints.
08:56:55 Murcion loses 426 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:56:55 You gained 64 mana.
08:56:56 Murcion loses 1352 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:56:56 You gained 117 mana.
08:56:57 You lose 1408 hitpoints due to an attack by a Mushroom. 
08:56:57 You lose 320 hitpoints due to an attack by Murcion. 
08:56:58 Murcion loses 788 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:58 You were healed for 389 hitpoints.
08:56:58 You gained 123 mana.
08:56:58 Murcion loses 504 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:58 You were healed for 249 hitpoints.
08:56:58 You gained 79 mana.
08:57:00 You lose 658 hitpoints due to an attack by Murcion. 
08:57:00 Murcion loses 708 hitpoints due to your attack. (increased damage by Expose Weakness)
08:57:00 You were healed for 350 hitpoints.
08:57:00 You gained 111 mana.
08:57:00 Murcion loses 1479 hitpoints due to your attack. (increased damage by Expose Weakness)
08:57:00 You were healed for 729 hitpoints.
08:57:00 You gained 230 mana.
08:57:01 You lose 866 hitpoints due to an attack by Murcion. 
08:57:02 Murcion loses 1226 hitpoints due to your attack. (increased damage by Expose Weakness)
08:57:02 You were healed for 605 hitpoints.
08:57:02 You gained 191 mana.
08:57:02 Murcion loses 679 hitpoints due to your attack. (increased damage by Expose Weakness)
08:57:02 You were healed for 335 hitpoints.
08:57:02 You gained 106 mana.
08:57:03 You lose 538 hitpoints due to an attack by Murcion. 
08:57:04 You lose 1287 hitpoints due to an attack by a Mushroom. 
08:57:04 Murcion loses 2504 hitpoints due to your critical attack. (perfect shot)
08:57:04 You were healed for 1225 hitpoints.
08:57:04 You gained 386 mana.
08:57:04 Murcion loses 470 hitpoints due to your attack. 
08:57:04 You were healed for 232 hitpoints.
08:57:04 You gained 74 mana.
08:57:04 You were healed by Burkzin for 951 hitpoints.
08:57:06 You lose 1195 hitpoints due to an attack by a Mushroom. 
08:57:06 You lose 484 hitpoints due to an attack by Murcion. 
08:57:06 You were healed by Burkzin for 1679 hitpoints.
08:57:06 Murcion loses 732 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:57:06 You gained 111 mana.
08:57:07 Murcion loses 1514 hitpoints due to your attack. (increased damage by Expose Weakness)
08:57:07 You gained 236 mana.
08:57:08 You lose 600 hitpoints due to an attack by Murcion. 
08:57:09 Murcion loses 1298 hitpoints due to your attack. (increased damage by Expose Weakness)
08:57:09 You were healed for 600 hitpoints.
08:57:09 You gained 202 mana.
08:57:09 Murcion loses 1194 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:57:09 You gained 186 mana.
08:57:09 You lose 910 hitpoints due to an attack by Murcion. 
08:57:11 Murcion loses 822 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:57:11 You were healed for 396 hitpoints.
08:57:11 You gained 125 mana.
08:57:11 Murcion loses 491 hitpoints due to your attack. (increased damage by Expose Weakness)
08:57:11 You were healed for 243 hitpoints.
08:57:11 You gained 77 mana.
08:57:13 Murcion loses 833 hitpoints due to your attack. (increased damage by Expose Weakness)
08:57:13 You were healed for 265 hitpoints.
08:57:13 You gained 130 mana.
08:57:13 Murcion loses 1474 hitpoints due to your attack. (increased damage by Expose Weakness)
08:57:13 You gained 230 mana.
08:57:15 Murcion loses 869 hitpoints due to your attack. (increased damage by Expose Weakness)
08:57:15 You gained 136 mana.
08:57:15 Murcion loses 731 hitpoints due to your attack. (increased damage by Expose Weakness)
08:57:15 You gained 114 mana.
08:57:16 You lose 700 hitpoints due to an attack by Murcion. 
08:57:17 You were healed by Burkzin for 700 hitpoints.
08:57:17 Murcion loses 1011 hitpoints due to your attack. (increased damage by Expose Weakness)
08:57:17 You gained 158 mana.
08:57:17 Murcion loses 490 hitpoints due to your attack. (increased damage by Expose Weakness)
08:57:17 You gained 77 mana.
08:57:17 You lose 1253 hitpoints due to an attack by Murcion. 
08:57:19 Murcion loses 758 hitpoints due to your attack. (increased damage by Expose Weakness)
08:57:19 You were healed for 347 hitpoints.
08:57:19 You gained 110 mana.
08:57:20 Murcion loses 1655 hitpoints due to your attack. (increased damage by Expose Weakness)
08:57:20 You were healed for 756 hitpoints.
08:57:20 You gained 239 mana.
08:57:20 You lose 404 hitpoints due to an attack by Murcion. 
08:57:20 Momentum was triggered.
08:57:21 You gained 2925000 experience points.
08:57:21 You were healed by Burkzin for 548 hitpoints.
08:57:24 You lose 2344 hitpoints due to your own attack. 
08:57:24 You begin to feel the dark power of the rot.
08:57:24 You healed yourself for 1085 hitpoints.
08:57:27 You healed yourself for 1169 hitpoints.
08:57:33 You begin to feel the dark power of the rot.
08:58:00 Momentum was triggered.
08:58:12 You were healed by Izzy The Beast for 18 hitpoints.
